audio,multi_emotion
drama_a_09669.wav,중립
drama_a_08589.wav,슬픔
drama_a_20849.wav,행복 기쁨 즐거움 만족
flagship_a_28214.wav,싫음 짜증남
drama_a_24048.wav,싫음 짜증남
flagship_a_21249.wav,중립
drama_a_29433.wav,당황
drama_a_07674.wav,당황 놀람
flagship_a_09721.wav,짜증남
drama_a_15669.wav,즐거움
drama_a_58989.wav,중립
drama_a_10049.wav,싫음 짜증남
drama_a_58769.wav,행복 기쁨 즐거움 만족
flagship_a_26997.wav,싫음 짜증남 분노
studio_a_04881.wav,싫음 미워함 짜증남 분노
flagship_a_18176.wav,기쁨 놀람
drama_a_16574.wav,당황 놀람
flagship_a_03960.wav,중립
drama_a_00444.wav,슬픔
drama_a_31499.wav,행복 기쁨 즐거움 만족
flagship_a_39856.wav,슬픔 싫음
drama_a_11474.wav,싫음 짜증남
flagship_a_37793.wav,안타까움
drama_a_16259.wav,당황 싫음
drama_a_55239.wav,안타까움
drama_a_48314.wav,안타까움
flagship_a_37649.wav,중립
drama_a_51172.wav,중립
drama_a_25319.wav,슬픔 안타까움 괴로움
studio_a_03462.wav,안타까움
drama_a_45234.wav,짜증남
drama_a_43164.wav,싫음
drama_a_43199.wav,중립
studio_a_02080.wav,기쁨 홀가분함 만족
flagship_a_41286.wav,싫음 짜증남
drama_a_19289.wav,슬픔 안타까움 괴로움 분노
drama_a_64049.wav,두려움 불안 당황 놀람
drama_a_57652.wav,안타까움
studio_a_00797.wav,행복 기쁨 즐거움 만족
drama_a_02538.wav,당황
flagship_a_28184.wav,싫음 짜증남
drama_a_18262.wav,싫음 짜증남
flagship_a_29294.wav,당황 놀람
drama_a_09704.wav,중립
studio_a_04776.wav,싫음 미워함 짜증남
drama_a_20894.wav,싫음 짜증남 분노
drama_a_13608.wav,행복 기쁨
drama_a_57442.wav,중립
drama_a_28072.wav,중립
flagship_a_30970.wav,싫음 짜증남
drama_a_06775.wav,즐거움 만족
drama_a_25165.wav,자신감 만족
studio_a_05428.wav,싫음 짜증남 분노
drama_a_28645.wav,당황 놀람
flagship_a_04966.wav,슬픔 안타까움
drama_a_51730.wav,싫음 짜증남 분노
flagship_a_03316.wav,행복 기쁨 즐거움 만족
drama_a_28165.wav,자신감 즐거움 만족
flagship_a_44492.wav,자신감 만족
drama_a_51141.wav,싫음 짜증남
drama_a_22477.wav,황홀함 자신감 즐거움
flagship_a_26675.wav,부러움 분노
drama_a_27127.wav,불안 당황
drama_a_38766.wav,싫음
flagship_a_13111.wav,슬픔 괴로움
flagship_a_05009.wav,행복 만족
drama_a_07807.wav,짜증남 분노
flagship_a_25416.wav,싫음 무관심
flagship_a_03674.wav,싫음 짜증남
flagship_a_22203.wav,불안 당황
drama_a_01133.wav,싫음
drama_a_15233.wav,싫음
drama_a_47543.wav,행복 기쁨 즐거움 설렘 만족
drama_a_51456.wav,싫음 짜증남 분노
flagship_a_30246.wav,중립
drama_a_42171.wav,행복
studio_a_06039.wav,싫음 짜증남
drama_a_40026.wav,짜증남
drama_a_11781.wav,짜증남
drama_a_23182.wav,안타까움 실망 괴로움 후회
drama_a_47365.wav,싫음 짜증남 분노
studio_a_03283.wav,자신감 만족
flagship_a_20310.wav,싫음 짜증남 분노
flagship_a_43364.wav,홀가분함 안타까움
drama_a_29335.wav,자신감 만족
studio_a_04825.wav,당황 놀람
drama_a_17005.wav,싫음 짜증남 분노
flagship_a_14358.wav,싫음 짜증남
flagship_a_05161.wav,당황 놀람
drama_a_35050.wav,싫음 짜증남
flagship_a_13383.wav,싫음 짜증남 분노
drama_a_38710.wav,당황 싫음 짜증남
drama_a_07735.wav,자신감 만족
drama_a_30580.wav,두려움 불안
flagship_a_38986.wav,행복 고마움 만족
flagship_a_23391.wav,행복 즐거움 만족
drama_a_33160.wav,싫음 짜증남
drama_a_03515.wav,설렘 만족
studio_a_04093.wav,행복 기쁨 즐거움 만족
flagship_a_38895.wav,싫음 짜증남 분노
drama_a_16143.wav,슬픔 안타까움
studio_a_03253.wav,두려움 불안
drama_a_36685.wav,슬픔 두려움 불안
drama_a_12378.wav,두려움 불안
drama_a_39335.wav,중립
flagship_a_25328.wav,슬픔 안타까움
drama_a_45665.wav,설렘 만족
drama_a_13790.wav,미안함 부러움
flagship_a_13931.wav,안타까움
flagship_a_10766.wav,기쁨
flagship_a_12408.wav,당황 놀람
drama_a_06430.wav,두려움 불안
studio_a_07033.wav,행복 즐거움 만족
flagship_a_26840.wav,싫음 짜증남
flagship_a_14488.wav,짜증남
drama_a_13447.wav,짜증남
drama_a_46880.wav,불안
flagship_a_05507.wav,싫음 짜증남 분노
flagship_a_13530.wav,기쁨 설렘 만족
drama_a_51985.wav,슬픔 싫음 짜증남
flagship_a_10593.wav,당황 놀람
flagship_a_04081.wav,미안함 후회
flagship_a_19458.wav,싫음 짜증남
drama_a_08650.wav,자신감 만족
drama_a_61645.wav,자신감 만족 짜증남 분노
drama_a_25915.wav,당황 놀람
studio_a_07768.wav,행복 기쁨 즐거움 만족
flagship_a_03898.wav,홀가분함 설렘
flagship_a_21061.wav,싫음
flagship_a_17475.wav,중립
drama_a_44887.wav,안타까움
studio_a_02530.wav,무관심
flagship_a_03148.wav,중립
drama_a_21667.wav,자신감
drama_a_23422.wav,중립
drama_a_42322.wav,기쁨 즐거움 설렘
drama_a_12110.wav,실망 괴로움
studio_a_09340.wav,짜증남
flagship_a_32304.wav,당황 놀람
drama_a_61925.wav,실망
drama_a_01699.wav,싫음 짜증남 분노
drama_a_08944.wav,슬픔 괴로움
flagship_a_31460.wav,짜증남
drama_a_26315.wav,중립
drama_a_16594.wav,중립
drama_a_10999.wav,중립
drama_a_28504.wav,짜증남
drama_a_17314.wav,불안
flagship_a_10046.wav,중립
flagship_a_26345.wav,중립
studio_a_04903.wav,중립
flagship_a_00255.wav,슬픔 안타까움 실망
flagship_a_12525.wav,싫음 짜증남
drama_a_45850.wav,짜증남 분노
drama_a_06160.wav,행복 기쁨 황홀함 즐거움
drama_a_10311.wav,슬픔
drama_a_00231.wav,안타까움 괴로움
drama_a_06415.wav,미안함 안타까움
drama_a_04791.wav,중립
drama_a_48547.wav,짜증남 분노
flagship_a_03388.wav,중립
drama_a_56632.wav,중립
flagship_a_04531.wav,안타까움 실망
drama_a_04717.wav,안타까움
flagship_a_01873.wav,중립
flagship_a_35189.wav,싫음 짜증남
flagship_a_11523.wav,싫음 짜증남
drama_a_62905.wav,슬픔 미안함
drama_a_34945.wav,슬픔 실망
drama_a_38317.wav,설렘
drama_a_64915.wav,슬픔 두려움 당황
drama_a_30325.wav,자신감 만족
drama_a_46087.wav,중립
drama_a_13267.wav,싫음 짜증남 분노
drama_a_48337.wav,안타까움 괴로움
drama_a_55765.wav,슬픔 미안함
drama_a_17437.wav,즐거움 설렘
flagship_a_34481.wav,즐거움 설렘 만족
flagship_a_06389.wav,중립
drama_a_01762.wav,중립
drama_a_01287.wav,감동 고마움 만족
drama_a_25122.wav,싫음 분노
flagship_a_35416.wav,싫음 짜증남
drama_a_37053.wav,싫음 짜증남
studio_a_08906.wav,중립
flagship_a_26556.wav,지루함
flagship_a_23279.wav,중립
flagship_a_27406.wav,행복 기쁨 고마움
drama_a_30402.wav,안타까움 괴로움
studio_a_07026.wav,싫음 짜증남
drama_a_22113.wav,두려움 불안
drama_a_01248.wav,싫음 미워함 짜증남
drama_a_55248.wav,행복 기쁨 사랑
flagship_a_16376.wav,기쁨
studio_a_04686.wav,놀람
drama_a_48222.wav,싫음
studio_a_03159.wav,싫음
drama_a_19278.wav,싫음 짜증남
drama_a_57336.wav,슬픔 외로움 괴로움
flagship_a_13511.wav,싫음 짜증남
drama_a_31248.wav,두려움 불안
drama_a_11196.wav,실망
drama_a_53103.wav,두려움 불안
flagship_a_12749.wav,싫음 미워함
drama_a_47703.wav,싫음 짜증남 분노
flagship_a_39865.wav,안타까움
flagship_a_27770.wav,놀람
drama_a_21783.wav,행복 기쁨
flagship_a_11321.wav,싫음 짜증남
studio_a_02484.wav,싫음 짜증남
drama_a_09786.wav,중립
studio_a_09879.wav,싫음 짜증남
drama_a_27618.wav,당황
drama_a_19173.wav,안타까움 두려움 불안
drama_a_23493.wav,두려움 불안
drama_a_36651.wav,싫음
drama_a_38466.wav,중립
drama_a_29733.wav,두려움 불안
flagship_a_24979.wav,싫음
drama_a_49566.wav,불안
flagship_a_04599.wav,싫음 짜증남
drama_a_00561.wav,슬픔 두려움
drama_a_09513.wav,두려움 불안
drama_a_16461.wav,슬픔
flagship_a_16064.wav,자신감 짜증남
flagship_a_33219.wav,싫음 짜증남
flagship_a_40782.wav,고마움
drama_a_02465.wav,기쁨 즐거움
drama_a_09108.wav,두려움 불안
drama_a_20301.wav,행복 기쁨
drama_a_04101.wav,중립
drama_a_63650.wav,중립
drama_a_15425.wav,기쁨 즐거움
drama_a_01310.wav,실망 괴로움
flagship_a_09943.wav,당황
flagship_a_25173.wav,싫음
flagship_a_20143.wav,기쁨
drama_a_60335.wav,당황
drama_a_62435.wav,안타까움 불안
drama_a_20736.wav,싫음
flagship_a_33789.wav,두려움 불안
flagship_a_13198.wav,기쁨 즐거움
drama_a_04176.wav,싫음 짜증남
drama_a_15680.wav,괴로움 후회
drama_a_15035.wav,중립
studio_a_08648.wav,중립
drama_a_28792.wav,즐거움 홀가분함 만족
drama_a_56420.wav,싫음 짜증남
drama_a_61460.wav,중립
drama_a_50540.wav,무관심
drama_a_30035.wav,싫음
drama_a_27217.wav,중립
flagship_a_17265.wav,중립
flagship_a_41937.wav,싫음 짜증남
flagship_a_22545.wav,싫음 짜증남
drama_a_04012.wav,중립
drama_a_09772.wav,싫음
drama_a_57817.wav,괴로움 짜증남
drama_a_03817.wav,설렘
drama_a_28431.wav,싫음
studio_a_01719.wav,싫음 미워함 짜증남
drama_a_20691.wav,안타까움 싫음
drama_a_55281.wav,분노
drama_a_06621.wav,설렘
flagship_a_01917.wav,싫음
drama_a_52626.wav,즐거움
drama_a_01551.wav,슬픔
flagship_a_12854.wav,자신감 싫음
flagship_a_25909.wav,불안
drama_a_58761.wav,불안
flagship_a_44901.wav,싫음 짜증남
drama_a_25844.wav,싫음 짜증남
studio_a_02852.wav,불안 당황
drama_a_60359.wav,당황 놀람
drama_a_01499.wav,안타까움 당황
studio_a_06542.wav,중립
flagship_a_10326.wav,슬픔 안타까움 괴로움
drama_a_32249.wav,싫음 짜증남
drama_a_35399.wav,당황 놀람
flagship_a_09156.wav,싫음 짜증남 분노
studio_a_09872.wav,싫음 짜증남 분노
flagship_a_22389.wav,싫음 짜증남
flagship_a_37294.wav,당황 놀람
drama_a_51524.wav,슬픔 안타까움 괴로움
drama_a_37499.wav,싫음 짜증남 분노
studio_a_00842.wav,싫음 짜증남
drama_a_30434.wav,싫음 짜증남
flagship_a_06516.wav,중립
studio_a_07892.wav,당황 놀람
flagship_a_35913.wav,싫음 짜증남
studio_a_07187.wav,당황 놀람
flagship_a_37579.wav,중립
drama_a_17159.wav,싫음 짜증남 분노
flagship_a_07146.wav,싫음 짜증남
drama_a_08339.wav,슬픔 안타까움 괴로움
drama_a_64919.wav,당황 놀람
drama_a_30749.wav,행복 즐거움 만족
flagship_a_24773.wav,싫음 짜증남
studio_a_04817.wav,당황 놀람
drama_a_02054.wav,안타까움
drama_a_13660.wav,미안함 안타까움
drama_a_13390.wav,싫음 짜증남
flagship_a_15198.wav,짜증남 분노
flagship_a_26735.wav,안타까움 당황
drama_a_22417.wav,기쁨 즐거움 만족
studio_a_06655.wav,짜증남
drama_a_39817.wav,중립
drama_a_47185.wav,행복 기쁨 황홀함 고마움 즐거움
drama_a_24535.wav,두려움 당황 놀람
flagship_a_26948.wav,짜증남 분노
drama_a_23500.wav,슬픔 안타까움
flagship_a_09767.wav,짜증남 분노
drama_a_26020.wav,실망
drama_a_45580.wav,행복 기쁨 황홀함 즐거움 설렘
drama_a_04900.wav,안타까움 실망 후회
drama_a_62215.wav,두려움 불안 당황
drama_a_53575.wav,행복 기쁨 황홀함 즐거움
drama_a_51055.wav,두려움 당황 놀람
studio_a_06838.wav,중립
drama_a_50440.wav,슬픔 미안함 후회
drama_a_62500.wav,두려움 불안
flagship_a_18873.wav,슬픔 미안함 후회
drama_a_22027.wav,기쁨 고마움 즐거움 만족
flagship_a_43934.wav,기쁨 즐거움 만족
drama_a_02182.wav,안타까움 실망 괴로움
flagship_a_25955.wav,안타까움 싫음 짜증남
drama_a_08485.wav,짜증남 분노
flagship_a_30652.wav,미안함 안타까움 실망 괴로움 후회
drama_a_37297.wav,두려움 불안 싫음 지루함
drama_a_25565.wav,싫음 짜증남
drama_a_39155.wav,실망 괴로움
flagship_a_01781.wav,중립
flagship_a_39912.wav,중립
drama_a_53585.wav,중립
drama_a_27772.wav,안타까움 괴로움 두려움 불안
drama_a_11572.wav,기쁨 즐거움 설렘 만족
drama_a_60487.wav,슬픔 안타까움 괴로움 후회 싫음
studio_a_07285.wav,두려움 불안 당황 놀람
drama_a_36681.wav,행복 만족
flagship_a_04692.wav,당황
studio_a_02364.wav,행복
flagship_a_23130.wav,불안
flagship_a_10797.wav,중립
drama_a_33709.wav,슬픔 괴로움 싫음 짜증남 분노
flagship_a_11265.wav,행복 즐거움
drama_a_28609.wav,자신감 짜증남
drama_a_21904.wav,슬픔 분노
drama_a_26152.wav,싫음
drama_a_29230.wav,안타까움 실망
studio_a_03720.wav,싫음 짜증남
drama_a_24154.wav,행복 만족
flagship_a_08314.wav,중립
drama_a_16099.wav,짜증남
drama_a_32472.wav,짜증남
drama_a_28114.wav,자신감
flagship_a_12320.wav,싫음
drama_a_34032.wav,불안
drama_a_39312.wav,중립
flagship_a_10917.wav,만족
drama_a_16255.wav,슬픔 싫음 짜증남
drama_a_53230.wav,분노 억울함
drama_a_21895.wav,슬픔 미안함
studio_a_04108.wav,중립
drama_a_02457.wav,싫음 짜증남
drama_a_35782.wav,즐거움
flagship_a_20899.wav,홀가분함 바람
drama_a_00100.wav,안타까움 실망
drama_a_10585.wav,그리움 사랑
flagship_a_01591.wav,슬픔 싫음 미워함
flagship_a_15078.wav,짜증남 분노
drama_a_21970.wav,행복 기쁨 자신감 만족
flagship_a_12195.wav,싫음 짜증남
drama_a_15955.wav,당황 놀람
flagship_a_26900.wav,싫음 짜증남
drama_a_48037.wav,싫음 분노
drama_a_53437.wav,중립
flagship_a_32153.wav,실망 괴로움 당황 싫음
flagship_a_40142.wav,미안함 외로움
flagship_a_05684.wav,싫음 짜증남
drama_a_26365.wav,두려움 당황
drama_a_05875.wav,싫음 짜증남
flagship_a_44519.wav,중립
flagship_a_32383.wav,슬픔 미안함
flagship_a_25745.wav,중립
drama_a_29677.wav,미안함
drama_a_34957.wav,황홀함 감동 설렘
drama_a_39685.wav,싫음 짜증남 분노
drama_a_03068.wav,슬픔
flagship_a_16995.wav,짜증남 분노
studio_a_08216.wav,중립
drama_a_29228.wav,불안
drama_a_24160.wav,싫음 짜증남
drama_a_58253.wav,슬픔
drama_a_42428.wav,슬픔
drama_a_50975.wav,싫음 짜증남
drama_a_45777.wav,싫음 짜증남 분노
drama_a_44697.wav,행복 기쁨 즐거움
drama_a_31465.wav,실망 괴로움
drama_a_20200.wav,자신감 만족
drama_a_30042.wav,기쁨
studio_a_05965.wav,행복 기쁨 즐거움 만족
flagship_a_39058.wav,싫음 짜증남
flagship_a_34304.wav,싫음 짜증남
drama_a_16300.wav,싫음 짜증남
drama_a_10237.wav,행복 기쁨 즐거움
drama_a_25777.wav,슬픔 안타까움 괴로움
drama_a_40777.wav,홀가분함 만족
drama_a_41092.wav,괴로움 짜증남
drama_a_04132.wav,중립
drama_a_49090.wav,두려움 불안 당황
drama_a_50000.wav,싫음 짜증남
drama_a_09865.wav,싫음 짜증남
flagship_a_27363.wav,싫음
flagship_a_00673.wav,중립
drama_a_26830.wav,그리움 사랑 슬픔
drama_a_12040.wav,싫음 무관심
drama_a_40870.wav,그리움 사랑
flagship_a_17928.wav,짜증남 분노
drama_a_05857.wav,싫음
flagship_a_36730.wav,안타까움 실망
flagship_a_27033.wav,즐거움 설렘
drama_a_04195.wav,짜증남 분노
flagship_a_41249.wav,중립
drama_a_36395.wav,분노
flagship_a_25925.wav,중립
drama_a_33953.wav,싫음 분노
drama_a_19297.wav,안타까움
drama_a_30007.wav,짜증남
drama_a_37878.wav,두려움 불안
drama_a_45923.wav,행복 자신감 즐거움
drama_a_04403.wav,놀람
drama_a_08300.wav,기쁨 즐거움 설렘
drama_a_25176.wav,슬픔 실망 억울함
studio_a_10224.wav,슬픔 괴로움
drama_a_30516.wav,싫음 분노
flagship_a_19184.wav,중립
drama_a_50512.wav,분노
flagship_a_41832.wav,싫음 짜증남
flagship_a_41607.wav,싫음
flagship_a_28098.wav,놀람
flagship_a_42597.wav,싫음
drama_a_53028.wav,놀람
drama_a_06243.wav,안타까움
drama_a_31147.wav,괴로움 당황
drama_a_03393.wav,싫음 미워함 짜증남
flagship_a_41290.wav,안타까움
studio_a_04026.wav,싫음 짜증남
drama_a_49537.wav,짜증남 분노
drama_a_51907.wav,슬픔 괴로움
drama_a_24468.wav,두려움 불안
drama_a_00168.wav,기쁨
drama_a_06794.wav,싫음 짜증남
drama_a_18914.wav,당황 싫음
drama_a_36794.wav,싫음 짜증남 분노
drama_a_32159.wav,행복 만족 당황
drama_a_20924.wav,싫음 짜증남
drama_a_57479.wav,당황 놀람
drama_a_36603.wav,괴로움
drama_a_42528.wav,놀람
flagship_a_09606.wav,안타까움 싫음
flagship_a_14415.wav,괴로움 싫음
drama_a_13848.wav,두려움 불안
drama_a_51468.wav,슬픔 안타까움
drama_a_30337.wav,짜증남 분노
flagship_a_06441.wav,당황 놀람
drama_a_18584.wav,슬픔 안타까움
drama_a_52188.wav,싫음 짜증남
drama_a_06269.wav,안타까움 당황
drama_a_01709.wav,불안 당황
flagship_a_19417.wav,싫음 짜증남 분노
drama_a_62827.wav,안타까움
flagship_a_29579.wav,슬픔 안타까움 괴로움
drama_a_54254.wav,싫음 짜증남 분노
drama_a_09329.wav,싫음 짜증남 분노
drama_a_64289.wav,당황 놀람
drama_a_55274.wav,행복 기쁨 만족
drama_a_43574.wav,싫음 짜증남
drama_a_43019.wav,싫음 짜증남
drama_a_23069.wav,두려움 당황 놀람
drama_a_59399.wav,당황 놀람
drama_a_46679.wav,슬픔 안타까움 괴로움
studio_a_02072.wav,행복 기쁨 즐거움 만족
drama_a_31649.wav,행복 기쁨 즐거움 만족
drama_a_10979.wav,싫음 짜증남
drama_a_19154.wav,싫음 짜증남 분노
drama_a_12179.wav,싫음 짜증남
drama_a_34904.wav,슬픔 불안
drama_a_62999.wav,불안 당황 놀람
drama_a_07694.wav,불안 당황 놀람
flagship_a_44466.wav,당황 싫음
flagship_a_34248.wav,행복 기쁨 즐거움 만족
flagship_a_15712.wav,싫음 짜증남
drama_a_28289.wav,싫음 짜증남
flagship_a_22164.wav,당황 싫음 짜증남 분노
flagship_a_44706.wav,싫음 짜증남 분노
drama_a_45224.wav,두려움 불안 당황 놀람
studio_a_08177.wav,싫음 짜증남 분노
flagship_a_06471.wav,당황 놀람
flagship_a_07956.wav,당황 놀람
studio_a_05739.wav,행복 즐거움
drama_a_55851.wav,슬픔 괴로움
drama_a_31761.wav,당황 억울함
flagship_a_12075.wav,당황 놀람
flagship_a_37737.wav,놀람
flagship_a_26975.wav,싫음
drama_a_20437.wav,무관심
drama_a_11752.wav,짜증남
studio_a_08755.wav,놀람
drama_a_04282.wav,안타까움
drama_a_27367.wav,당황
drama_a_35324.wav,슬픔 안타까움 괴로움 싫음
flagship_a_23470.wav,행복 기쁨 만족
flagship_a_35718.wav,싫음 짜증남
studio_a_09587.wav,슬픔 안타까움 괴로움
drama_a_22649.wav,안타까움 싫음 짜증남
flagship_a_09516.wav,당황 놀람
drama_a_46094.wav,싫음 짜증남
flagship_a_01655.wav,싫음 짜증남
flagship_a_06666.wav,행복 기쁨 즐거움 만족
flagship_a_11437.wav,싫음 짜증남 분노
drama_a_28169.wav,안타까움 싫음
flagship_a_13657.wav,당황 싫음
drama_a_51404.wav,당황 놀람
drama_a_11864.wav,싫음 짜증남 분노
flagship_a_42171.wav,싫음 분노
flagship_a_39944.wav,바람
drama_a_58447.wav,실망 괴로움 당황
drama_a_38729.wav,싫음 짜증남 분노
drama_a_53789.wav,중립
flagship_a_26285.wav,당황
drama_a_25987.wav,바람
studio_a_02447.wav,중립
flagship_a_30224.wav,싫음 짜증남 분노
flagship_a_06336.wav,당황 놀람
flagship_a_05233.wav,짜증남 분노
drama_a_37537.wav,실망 짜증남
drama_a_09817.wav,싫음 짜증남
drama_a_06171.wav,짜증남 중립
drama_a_43972.wav,싫음 짜증남
flagship_a_36311.wav,행복 만족
flagship_a_09404.wav,싫음
drama_a_40582.wav,슬픔 미안함 괴로움 후회 두려움 불안
flagship_a_04348.wav,고마움 슬픔 안타까움 실망
flagship_a_36942.wav,안타까움
flagship_a_20580.wav,괴로움
flagship_a_28792.wav,놀람
drama_a_12592.wav,기쁨 사랑 즐거움 설렘
drama_a_28927.wav,싫음 지루함 짜증남 분노
drama_a_45743.wav,싫음
drama_a_03064.wav,당황 짜증남 놀람
flagship_a_18316.wav,놀람
drama_a_33968.wav,당황
flagship_a_33307.wav,불안 당황
flagship_a_40530.wav,싫음
flagship_a_01720.wav,싫음 짜증남 분노
flagship_a_35037.wav,놀람
drama_a_15083.wav,분노
flagship_a_08415.wav,슬픔
flagship_a_05846.wav,중립
studio_a_02647.wav,중립
drama_a_01627.wav,즐거움 홀가분함 만족
drama_a_46069.wav,자신감
drama_a_35149.wav,분노
drama_a_34084.wav,불안 분노
flagship_a_27317.wav,즐거움
flagship_a_29974.wav,중립
flagship_a_21689.wav,당황 분노
flagship_a_11445.wav,고마움
drama_a_38554.wav,분노
flagship_a_05549.wav,싫음 짜증남
flagship_a_05576.wav,행복 만족
drama_a_58069.wav,슬픔
flagship_a_22969.wav,슬픔
flagship_a_38049.wav,분노
flagship_a_01063.wav,기쁨 즐거움 만족
drama_a_55793.wav,당황
drama_a_42634.wav,싫음 짜증남 분노
drama_a_25283.wav,슬픔
drama_a_13924.wav,슬픔 불안 당황
drama_a_08828.wav,싫음
drama_a_53404.wav,싫음 짜증남 분노
drama_a_13594.wav,자신감 즐거움
flagship_a_10001.wav,당황 분노
flagship_a_32289.wav,싫음 짜증남
flagship_a_41366.wav,짜증남
flagship_a_31654.wav,싫음 짜증남 분노
drama_a_00169.wav,싫음 짜증남 분노
studio_a_07432.wav,싫음 짜증남 분노
drama_a_39443.wav,싫음
flagship_a_20352.wav,행복 만족
studio_a_05767.wav,짜증남
drama_a_21814.wav,슬픔 괴로움
flagship_a_05471.wav,불안
drama_a_52489.wav,불안
drama_a_36319.wav,싫음 짜증남 분노
drama_a_49459.wav,불안 당황
drama_a_35989.wav,불안 당황
studio_a_02737.wav,당황
flagship_a_02395.wav,싫음 짜증남 분노
drama_a_12964.wav,홀가분함
drama_a_15143.wav,중립
drama_a_34234.wav,슬픔 불안
flagship_a_11142.wav,짜증남
drama_a_24456.wav,짜증남
flagship_a_17354.wav,짜증남
flagship_a_18496.wav,중립
drama_a_22763.wav,슬픔
flagship_a_10558.wav,즐거움 홀가분함
studio_a_03684.wav,싫음 짜증남 분노
drama_a_64566.wav,분노
drama_a_22865.wav,기쁨 즐거움
studio_a_02394.wav,불안 싫음
flagship_a_24453.wav,중립
studio_a_08964.wav,슬픔
flagship_a_26599.wav,바람
drama_a_01720.wav,자신감 만족 바람
drama_a_54385.wav,슬픔 미안함
drama_a_19075.wav,슬픔 실망 억울함
flagship_a_32893.wav,짜증남 분노
drama_a_51992.wav,슬픔
flagship_a_39837.wav,안타까움 실망
flagship_a_30302.wav,당황 싫음
flagship_a_31037.wav,행복 만족
flagship_a_37420.wav,짜증남
drama_a_53075.wav,짜증남
flagship_a_08169.wav,자신감 만족
drama_a_30605.wav,불안 당황
studio_a_10348.wav,중립
studio_a_06485.wav,싫음 짜증남
drama_a_17558.wav,짜증남
flagship_a_22833.wav,지루함
flagship_a_33176.wav,싫음
drama_a_50660.wav,외로움 실망
drama_a_08318.wav,중립
flagship_a_04589.wav,억울함
flagship_a_10170.wav,지루함
flagship_a_32426.wav,지루함
flagship_a_07275.wav,지루함
flagship_a_17611.wav,짜증남
studio_a_01511.wav,중립
drama_a_05412.wav,중립
flagship_a_06017.wav,슬픔 실망
drama_a_30122.wav,행복 기쁨
flagship_a_34542.wav,당황
drama_a_62768.wav,분노
drama_a_09998.wav,중립
flagship_a_15453.wav,짜증남 분노
drama_a_00563.wav,분노
studio_a_09401.wav,중립
drama_a_28508.wav,싫음
flagship_a_14941.wav,지루함
drama_a_60668.wav,분노
drama_a_48773.wav,슬픔
flagship_a_35711.wav,기쁨 자신감 즐거움 홀가분함 만족
flagship_a_12631.wav,당황
flagship_a_36387.wav,괴로움 싫음
flagship_a_35907.wav,분노
drama_a_48608.wav,놀람
drama_a_03292.wav,중립
flagship_a_00177.wav,괴로움 싫음
drama_a_35362.wav,괴로움
drama_a_00988.wav,즐거움 만족
drama_a_21283.wav,싫음 중립
flagship_a_01369.wav,싫음 놀람
flagship_a_44100.wav,분노
drama_a_48232.wav,괴로움
drama_a_61913.wav,놀람
flagship_a_26616.wav,즐거움
flagship_a_18045.wav,싫음 짜증남 분노
drama_a_53528.wav,미안함
flagship_a_33166.wav,불안 놀람
flagship_a_39514.wav,슬픔 실망
flagship_a_24310.wav,당황 싫음
drama_a_64453.wav,기쁨 만족
flagship_a_25221.wav,놀람
flagship_a_30953.wav,짜증남
flagship_a_22878.wav,놀람
studio_a_03176.wav,놀람
drama_a_53243.wav,놀람
drama_a_45518.wav,놀람
flagship_a_30113.wav,불안
flagship_a_09855.wav,당황
drama_a_06638.wav,짜증남
drama_a_38648.wav,짜증남
flagship_a_30470.wav,중립
drama_a_31550.wav,미안함
drama_a_34910.wav,불안
studio_a_02198.wav,당황 놀람
flagship_a_10017.wav,불안 당황
drama_a_28580.wav,싫음 분노
drama_a_53915.wav,괴로움
drama_a_30815.wav,중립
drama_a_16505.wav,기쁨
studio_a_05288.wav,싫음 짜증남
drama_a_32495.wav,자신감
drama_a_23990.wav,당황
drama_a_12020.wav,중립
drama_a_40010.wav,중립
flagship_a_13303.wav,중립
flagship_a_39206.wav,만족
drama_a_05173.wav,설렘 만족
drama_a_17915.wav,당황 놀람
flagship_a_22223.wav,행복 기쁨 즐거움 설렘
drama_a_41308.wav,싫음 짜증남 분노
drama_a_18058.wav,그리움 사랑 슬픔
drama_a_14083.wav,싫음 미워함
studio_a_03775.wav,행복
flagship_a_38163.wav,싫음 중립
flagship_a_43025.wav,중립
drama_a_42603.wav,싫음 짜증남 분노
flagship_a_13121.wav,안타까움
flagship_a_10931.wav,짜증남
drama_a_35323.wav,기쁨 즐거움 놀람
drama_a_01713.wav,싫음 짜증남
drama_a_15583.wav,싫음 분노
flagship_a_06059.wav,중립
studio_a_00451.wav,만족
drama_a_32323.wav,분노
flagship_a_12876.wav,슬픔 실망
drama_a_60097.wav,행복 기쁨 즐거움
drama_a_36958.wav,불안 바람
drama_a_30457.wav,싫음 분노
drama_a_37948.wav,즐거움 만족
drama_a_61888.wav,당황 놀람
drama_a_62362.wav,바람
flagship_a_01914.wav,중립
drama_a_51607.wav,분노
studio_a_00141.wav,싫음 짜증남
drama_a_10983.wav,두려움 불안
drama_a_24963.wav,싫음 짜증남
flagship_a_42355.wav,싫음 짜증남
drama_a_00933.wav,두려움 불안
drama_a_44943.wav,두려움 불안
drama_a_44763.wav,당황
drama_a_59163.wav,두려움 불안
drama_a_37038.wav,두려움 불안
flagship_a_20756.wav,싫음 짜증남
studio_a_08991.wav,중립
drama_a_04259.wav,싫음
flagship_a_34011.wav,행복 기쁨
