audio,7 emotion label,34 multi emotion label,7 ox,top 1 ox,top 3 ox,top 5 ox,7 emotion,7 prob,top 1 emotion,top 1 prob,top 3 emotion,top 3 prob,top 5 emotion,top 5 prob,top 1 ox (mapping 7),top 1 emotion (mapping 7),top 3 ox (mapping 7),top 3 emotion (mapping 7),top 5 ox (mapping 7),top 5 emotion (mapping 7)
studio_a_07332.wav,슬픔,슬픔,O,O,O,O,0.910104513168335,슬픔,슬픔,0.4123,슬픔 안타까움 괴로움,0.4123 0.1488 0.0813,슬픔 안타까움 실망 괴로움 중립,0.4123 0.1488 0.0610 0.0813 0.0762,O,슬픔,O,슬픔,O,슬픔 중립
studio_a_02278.wav,슬픔,중립,O,X,X,X,0.6838008165359497,슬픔,슬픔,0.1768,슬픔 안타까움 괴로움,0.1768 0.1400 0.1293,싫음 불안 슬픔 안타까움 괴로움,0.1121 0.0846 0.1768 0.1400 0.1293,O,슬픔,O,슬픔,O,싫음 두려움 슬픔
studio_a_08382.wav,슬픔,중립,X,O,O,O,0.40576332807540894,두려움,중립,0.2339,싫음 당황 중립,0.1582 0.1058 0.2339,싫음 짜증남 불안 당황 중립,0.1582 0.0872 0.0730 0.1058 0.2339,X,중립,X,싫음 두려움 중립,X,싫음 두려움 중립
studio_a_05492.wav,슬픔,슬픔 안타까움 괴로움,X,X,X,O,0.7718295454978943,행복,기쁨,0.3279,행복 기쁨 즐거움,0.1996 0.3279 0.2577,행복 기쁨 즐거움 만족 슬픔,0.1996 0.3279 0.2577 0.0791 0.0184,X,행복,X,행복,O,행복 슬픔
studio_a_02984.wav,슬픔,슬픔 미안함,O,O,O,O,0.6701036691665649,슬픔,슬픔,0.2171,슬픔 안타까움 괴로움,0.2171 0.1543 0.1571,싫음 짜증남 슬픔 안타까움 괴로움,0.0914 0.0681 0.2171 0.1543 0.1571,O,슬픔,O,슬픔,O,싫음 슬픔
studio_a_03093.wav,슬픔,싫음,O,X,O,O,0.9294856786727905,슬픔,중립,0.2554,싫음 짜증남 중립,0.1775 0.0931 0.2554,싫음 짜증남 불안 당황 중립,0.1775 0.0931 0.0718 0.0801 0.2554,X,중립,X,싫음 중립,X,싫음 두려움 중립
studio_a_06932.wav,슬픔,슬픔 안타까움 괴로움,O,O,O,O,0.3470759093761444,슬픔,슬픔,0.4451,슬픔 안타까움 괴로움,0.4451 0.1362 0.1143,싫음 슬픔 안타까움 괴로움 중립,0.0405 0.4451 0.1362 0.1143 0.0718,O,슬픔,O,슬픔,O,싫음 슬픔 중립
studio_a_02522.wav,슬픔,중립,O,X,O,O,0.4794508218765259,슬픔,싫음,0.2496,싫음 짜증남 중립,0.2496 0.2066 0.1451,싫음 짜증남 슬픔 안타까움 중립,0.2496 0.2066 0.0490 0.0827 0.1451,X,싫음,X,싫음 중립,O,싫음 슬픔 중립
studio_a_09689.wav,슬픔,슬픔,O,X,X,O,0.6522306203842163,슬픔,중립,0.2064,싫음 안타까움 중립,0.1572 0.1354 0.2064,싫음 짜증남 슬픔 안타까움 중립,0.1572 0.0919 0.1295 0.1354 0.2064,X,중립,O,싫음 슬픔 중립,O,싫음 슬픔 중립
studio_a_08862.wav,슬픔,싫음 슬픔,O,O,O,O,0.8502762913703918,슬픔,슬픔,0.1755,싫음 슬픔 괴로움,0.1611 0.1755 0.1278,싫음 짜증남 슬픔 안타까움 괴로움,0.1611 0.1228 0.1755 0.1260 0.1278,O,슬픔,O,싫음 슬픔,O,싫음 슬픔
studio_a_08612.wav,슬픔,행복 기쁨 만족,O,O,O,O,0.7496994137763977,슬픔,기쁨,0.1886,행복 기쁨 만족,0.1694 0.1886 0.1838,행복 기쁨 즐거움 만족 중립,0.1694 0.1886 0.1590 0.1838 0.0526,X,행복,X,행복,X,행복 중립
studio_a_06283.wav,슬픔,중립,O,X,X,O,0.4503072500228882,슬픔,슬픔,0.3604,슬픔 안타까움 괴로움,0.3604 0.1415 0.0855,싫음 슬픔 안타까움 괴로움 중립,0.0580 0.3604 0.1415 0.0855 0.0650,O,슬픔,O,슬픔,O,싫음 슬픔 중립
studio_a_05857.wav,슬픔,짜증남 불안,O,X,X,O,0.9323679804801941,슬픔,싫음,0.1780,싫음 당황 안타까움,0.1780 0.1080 0.1259,싫음 짜증남 당황 안타까움 중립,0.1780 0.0990 0.1080 0.1259 0.0984,X,싫음,O,싫음 두려움 슬픔,O,싫음 두려움 슬픔 중립
studio_a_06928.wav,슬픔,슬픔 괴로움,O,O,O,O,0.8577589392662048,슬픔,슬픔,0.2659,슬픔 안타까움 괴로움,0.2659 0.1342 0.1677,싫음 슬픔 안타까움 괴로움 중립,0.0637 0.2659 0.1342 0.1677 0.0752,O,슬픔,O,슬픔,O,싫음 슬픔 중립
studio_a_01438.wav,슬픔,중립,O,O,O,O,0.7019014954566956,슬픔,중립,0.1548,싫음 당황 중립,0.1365 0.1143 0.1548,싫음 불안 당황 안타까움 중립,0.1365 0.0954 0.1143 0.1048 0.1548,X,중립,X,싫음 두려움 중립,O,싫음 두려움 슬픔 중립
studio_a_04894.wav,슬픔,중립,O,X,X,O,0.8580989241600037,슬픔,슬픔,0.2391,슬픔 안타까움 괴로움,0.2391 0.1579 0.1175,불안 슬픔 안타까움 괴로움 중립,0.0684 0.2391 0.1579 0.1175 0.1028,O,슬픔,O,슬픔,O,두려움 슬픔 중립
studio_a_07879.wav,슬픔,싫음,O,O,O,O,0.8777033686637878,슬픔,싫음,0.1969,싫음 짜증남 슬픔,0.1969 0.1373 0.1492,싫음 짜증남 슬픔 안타까움 괴로움,0.1969 0.1373 0.1492 0.1208 0.1280,X,싫음,O,싫음 슬픔,O,싫음 슬픔
studio_a_08066.wav,슬픔,슬픔,X,X,X,X,0.9619917869567871,두려움,싫음,0.3725,싫음 짜증남 중립,0.3725 0.2317 0.0721,싫음 짜증남 당황 놀람 중립,0.3725 0.2317 0.0529 0.0614 0.0721,X,싫음,X,싫음 중립,X,싫음 두려움 놀람 중립
studio_a_02789.wav,슬픔,미안함,O,X,X,X,0.9385384917259216,슬픔,싫음,0.2246,싫음 짜증남 중립,0.2246 0.1106 0.1879,싫음 짜증남 당황 안타까움 중립,0.2246 0.1106 0.0679 0.0862 0.1879,X,싫음,X,싫음 중립,O,싫음 두려움 슬픔 중립
studio_a_00283.wav,슬픔,중립,O,X,X,O,0.5416116714477539,슬픔,싫음,0.4745,싫음 짜증남 안타까움,0.4745 0.1822 0.0747,싫음 짜증남 슬픔 안타까움 중립,0.4745 0.1822 0.0500 0.0747 0.0676,X,싫음,O,싫음 슬픔,O,싫음 슬픔 중립
studio_a_04190.wav,슬픔,싫음 짜증남,O,X,X,O,0.9339500665664673,슬픔,슬픔,0.1665,슬픔 안타까움 중립,0.1665 0.1317 0.1194,싫음 불안 슬픔 안타까움 중립,0.0958 0.1008 0.1665 0.1317 0.1194,O,슬픔,O,슬픔 중립,O,싫음 두려움 슬픔 중립
studio_a_03328.wav,슬픔,중립,O,X,O,O,0.6558548808097839,슬픔,싫음,0.1948,싫음 안타까움 중립,0.1948 0.1486 0.1559,싫음 짜증남 슬픔 안타까움 중립,0.1948 0.0872 0.1291 0.1486 0.1559,X,싫음,O,싫음 슬픔 중립,O,싫음 슬픔 중립
studio_a_01655.wav,슬픔,싫음 짜증남,O,X,O,O,0.48213163018226624,슬픔,중립,0.1848,싫음 안타까움 중립,0.1643 0.1557 0.1848,싫음 짜증남 슬픔 안타까움 중립,0.1643 0.0724 0.1112 0.1557 0.1848,X,중립,O,싫음 슬픔 중립,O,싫음 슬픔 중립
studio_a_07559.wav,슬픔,당황,O,X,X,O,0.8297058343887329,슬픔,싫음,0.1697,싫음 짜증남 불안,0.1697 0.1410 0.0988,싫음 짜증남 불안 당황 괴로움,0.1697 0.1410 0.0988 0.0977 0.0908,X,싫음,X,싫음 두려움,O,싫음 두려움 슬픔
studio_a_04646.wav,슬픔,중립,O,X,O,O,0.9400996565818787,슬픔,싫음,0.2421,싫음 짜증남 중립,0.2421 0.1853 0.2096,분노 싫음 짜증남 안타까움 중립,0.0516 0.2421 0.1853 0.0974 0.2096,X,싫음,X,싫음 중립,O,분노 싫음 슬픔 중립
studio_a_07236.wav,슬픔,슬픔 괴로움,O,O,O,O,0.838190495967865,슬픔,슬픔,0.3217,슬픔 안타까움 괴로움,0.3217 0.1129 0.1872,싫음 짜증남 슬픔 안타까움 괴로움,0.1038 0.0605 0.3217 0.1129 0.1872,O,슬픔,O,슬픔,O,싫음 슬픔
studio_a_04649.wav,슬픔,중립,O,X,O,O,0.5080484747886658,슬픔,싫음,0.2107,싫음 안타까움 중립,0.2107 0.1070 0.2056,싫음 짜증남 당황 안타까움 중립,0.2107 0.1003 0.0752 0.1070 0.2056,X,싫음,O,싫음 슬픔 중립,O,싫음 두려움 슬픔 중립
studio_a_04500.wav,슬픔,중립,X,O,O,O,0.5363473892211914,중립,중립,0.3079,싫음 안타까움 중립,0.1266 0.1269 0.3079,싫음 짜증남 슬픔 안타까움 중립,0.1266 0.0729 0.1014 0.1269 0.3079,X,중립,O,싫음 슬픔 중립,O,싫음 슬픔 중립
studio_a_05721.wav,슬픔,싫음 짜증남,O,O,O,O,0.9175297021865845,슬픔,싫음,0.1630,싫음 안타까움 중립,0.1630 0.1436 0.1060,싫음 슬픔 안타까움 괴로움 중립,0.1630 0.1039 0.1436 0.0955 0.1060,X,싫음,O,싫음 슬픔 중립,O,싫음 슬픔 중립
studio_a_05902.wav,놀람,당황 놀람,O,O,O,O,0.947964608669281,놀람,놀람,0.5799,싫음 당황 놀람,0.0666 0.2093 0.5799,싫음 짜증남 당황 놀람 중립,0.0666 0.0346 0.2093 0.5799 0.0311,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_04823.wav,놀람,싫음 미워함,O,O,O,O,0.6905560493469238,놀람,싫음,0.3302,싫음 짜증남 당황,0.3302 0.2426 0.0763,분노 싫음 짜증남 당황 놀람,0.0516 0.3302 0.2426 0.0763 0.0679,X,싫음,X,싫음 두려움,O,분노 싫음 두려움 놀람
studio_a_01162.wav,놀람,분노 짜증남,X,X,X,O,0.3023577630519867,분노,놀람,0.4754,싫음 당황 놀람,0.0947 0.2319 0.4754,싫음 짜증남 당황 놀람 중립,0.0947 0.0633 0.2319 0.4754 0.0430,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_03529.wav,놀람,중립,X,X,O,O,0.4642730951309204,두려움,놀람,0.1863,싫음 놀람 중립,0.1716 0.1863 0.1553,싫음 짜증남 당황 놀람 중립,0.1716 0.1071 0.1261 0.1863 0.1553,O,놀람,O,싫음 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_04117.wav,놀람,당황 놀람,O,O,O,O,0.8570122122764587,놀람,놀람,0.5722,싫음 당황 놀람,0.0511 0.2405 0.5722,싫음 짜증남 당황 놀람 중립,0.0511 0.0383 0.2405 0.5722 0.0303,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_07781.wav,놀람,중립,X,X,X,X,0.8185724020004272,두려움,당황,0.3002,불안 당황 놀람,0.1274 0.3002 0.1848,두려움 불안 당황 괴로움 놀람,0.0716 0.1274 0.3002 0.0557 0.1848,X,두려움,O,두려움 놀람,O,두려움 슬픔 놀람
studio_a_05900.wav,놀람,놀람,X,O,O,O,0.6663661003112793,두려움,놀람,0.2491,싫음 짜증남 놀람,0.1899 0.1428 0.2491,싫음 짜증남 당황 놀람 중립,0.1899 0.1428 0.1341 0.2491 0.0782,O,놀람,O,싫음 놀람,O,싫음 두려움 놀람 중립
studio_a_01581.wav,놀람,놀람,O,O,O,O,0.5595238208770752,놀람,놀람,0.3634,싫음 당황 놀람,0.0951 0.3233 0.3634,싫음 짜증남 불안 당황 놀람,0.0951 0.0548 0.0427 0.3233 0.3634,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_02090.wav,놀람,당황,X,O,O,O,0.8408029079437256,분노,당황,0.2037,싫음 당황 놀람,0.1949 0.2037 0.1918,싫음 짜증남 당황 놀람 중립,0.1949 0.1586 0.2037 0.1918 0.0846,X,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_00341.wav,놀람,중립,O,X,X,O,0.8613401651382446,놀람,놀람,0.6188,싫음 당황 놀람,0.0396 0.2242 0.6188,싫음 짜증남 당황 놀람 중립,0.0396 0.0283 0.2242 0.6188 0.0316,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_08759.wav,놀람,당황,X,X,O,O,0.92439204454422,두려움,놀람,0.2886,불안 당황 놀람,0.1280 0.2751 0.2886,싫음 불안 당황 놀람 중립,0.0601 0.1280 0.2751 0.2886 0.0645,O,놀람,O,두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_01167.wav,놀람,당황,X,X,O,O,0.581991970539093,분노,싫음,0.3128,싫음 짜증남 당황,0.3128 0.2361 0.1100,싫음 짜증남 당황 놀람 중립,0.3128 0.2361 0.1100 0.0912 0.0556,X,싫음,X,싫음 두려움,O,싫음 두려움 놀람 중립
studio_a_01970.wav,놀람,불안 당황,O,X,O,O,0.9215202331542969,놀람,싫음,0.2458,싫음 당황 놀람,0.2458 0.2081 0.2138,싫음 짜증남 당황 놀람 중립,0.2458 0.1542 0.2081 0.2138 0.0598,X,싫음,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_06848.wav,놀람,불안 당황,O,X,O,O,0.9206832051277161,놀람,놀람,0.5783,싫음 당황 놀람,0.0600 0.2087 0.5783,싫음 짜증남 당황 놀람 중립,0.0600 0.0329 0.2087 0.5783 0.0479,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_06732.wav,놀람,슬픔,X,O,O,O,0.4630576968193054,두려움,슬픔,0.3355,불안 슬픔 괴로움,0.1071 0.3355 0.2340,불안 당황 슬픔 안타까움 괴로움,0.1071 0.0374 0.3355 0.0804 0.2340,X,슬픔,X,두려움 슬픔,X,두려움 슬픔
studio_a_03009.wav,놀람,놀람,O,O,O,O,0.4778349697589874,놀람,놀람,0.6551,불안 당황 놀람,0.0365 0.2262 0.6551,두려움 불안 당황 놀람 중립,0.0169 0.0365 0.2262 0.6551 0.0165,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_04436.wav,놀람,놀람,O,O,O,O,0.7282465696334839,놀람,놀람,0.4210,싫음 당황 놀람,0.1267 0.2136 0.4210,싫음 짜증남 당황 놀람 중립,0.1267 0.0774 0.2136 0.4210 0.0882,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_02304.wav,놀람,불안,X,X,O,O,0.9293738007545471,두려움,놀람,0.4348,불안 당황 놀람,0.0564 0.3638 0.4348,두려움 불안 당황 놀람 중립,0.0456 0.0564 0.3638 0.4348 0.0204,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_05165.wav,놀람,놀람,X,O,O,O,0.8575174808502197,분노,놀람,0.2374,짜증남 당황 놀람,0.1622 0.1945 0.2374,싫음 짜증남 당황 놀람 중립,0.1535 0.1622 0.1945 0.2374 0.0671,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_03791.wav,놀람,중립,X,X,X,O,0.5379682183265686,분노,놀람,0.3177,싫음 당황 놀람,0.1377 0.2471 0.3177,싫음 짜증남 당황 놀람 중립,0.1377 0.1015 0.2471 0.3177 0.0562,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_01169.wav,놀람,싫음 짜증남,O,O,O,O,0.5712674856185913,놀람,싫음,0.3390,싫음 짜증남 당황,0.3390 0.2312 0.0897,싫음 짜증남 불안 당황 중립,0.3390 0.2312 0.0458 0.0897 0.0495,X,싫음,X,싫음 두려움,X,싫음 두려움 중립
studio_a_03784.wav,놀람,놀람,O,O,O,O,0.9671770334243774,놀람,놀람,0.7543,싫음 당황 놀람,0.0154 0.1789 0.7543,싫음 짜증남 당황 놀람 중립,0.0154 0.0118 0.1789 0.7543 0.0113,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_02638.wav,놀람,중립,X,X,X,O,0.4057425558567047,싫음,놀람,0.3052,싫음 당황 놀람,0.1218 0.2882 0.3052,싫음 짜증남 당황 놀람 중립,0.1218 0.0609 0.2882 0.3052 0.0478,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_02079.wav,놀람,당황 놀람,X,O,O,O,0.9453467130661011,두려움,놀람,0.4362,불안 당황 놀람,0.0812 0.3107 0.4362,두려움 불안 당황 놀람 중립,0.0372 0.0812 0.3107 0.4362 0.0367,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_08309.wav,놀람,당황,O,X,O,O,0.897346019744873,놀람,놀람,0.5813,당황 놀람 중립,0.2788 0.5813 0.0367,싫음 짜증남 당황 놀람 중립,0.0296 0.0228 0.2788 0.5813 0.0367,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_04219.wav,놀람,중립,X,X,X,O,0.866733193397522,분노,싫음,0.4018,분노 싫음 짜증남,0.0537 0.4018 0.2963,분노 싫음 짜증남 당황 중립,0.0537 0.4018 0.2963 0.0498 0.0462,X,싫음,X,분노 싫음,X,분노 싫음 두려움 중립
studio_a_06215.wav,놀람,당황,X,X,O,O,0.4799090027809143,행복,놀람,0.6262,불안 당황 놀람,0.0310 0.2357 0.6262,싫음 두려움 불안 당황 놀람,0.0123 0.0173 0.0310 0.2357 0.6262,O,놀람,O,두려움 놀람,O,싫음 두려움 놀람
studio_a_03269.wav,놀람,당황,O,X,O,O,0.8423401713371277,놀람,놀람,0.2749,싫음 당황 놀람,0.2012 0.1722 0.2749,싫음 짜증남 당황 놀람 중립,0.2012 0.1461 0.1722 0.2749 0.1153,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_05362.wav,놀람,분노 싫음 짜증남,X,X,O,O,0.6076672077178955,두려움,당황,0.2023,싫음 불안 당황,0.1174 0.1566 0.2023,싫음 두려움 불안 당황 놀람,0.1174 0.0788 0.1566 0.2023 0.1082,X,두려움,X,싫음 두려움,O,싫음 두려움 놀람
studio_a_07674.wav,놀람,당황 놀람,O,O,O,O,0.8313321471214294,놀람,놀람,0.7704,불안 당황 놀람,0.0148 0.1780 0.7704,두려움 불안 당황 놀람 중립,0.0107 0.0148 0.1780 0.7704 0.0066,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_04325.wav,놀람,당황 놀람,X,X,X,O,0.7486834526062012,두려움,슬픔,0.1736,싫음 슬픔 괴로움,0.1332 0.1736 0.1503,싫음 불안 당황 슬픔 괴로움,0.1332 0.1030 0.0773 0.1736 0.1503,X,슬픔,X,싫음 슬픔,X,싫음 두려움 슬픔
studio_a_06097.wav,놀람,당황 놀람,X,O,O,O,0.9431449770927429,두려움,놀람,0.1900,당황 놀람 중립,0.1462 0.1900 0.1368,싫음 불안 당황 놀람 중립,0.0937 0.1273 0.1462 0.1900 0.1368,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_03120.wav,놀람,짜증남,X,X,X,O,0.5806453824043274,두려움,싫음,0.2629,싫음 행복 즐거움,0.2629 0.1573 0.1235,싫음 짜증남 행복 기쁨 즐거움,0.2629 0.1157 0.1573 0.1006 0.1235,X,싫음,X,싫음 행복,X,싫음 행복
studio_a_07360.wav,놀람,당황 놀람,X,X,X,O,0.9467054009437561,분노,짜증남,0.2936,분노 싫음 짜증남,0.0656 0.2879 0.2936,분노 싫음 짜증남 당황 괴로움,0.0656 0.2879 0.2936 0.0563 0.0475,X,싫음,X,분노 싫음,X,분노 싫음 두려움 슬픔
studio_a_01668.wav,놀람,당황 놀람,O,O,O,O,0.8477787375450134,놀람,놀람,0.7441,당황 놀람 중립,0.1729 0.7441 0.0193,싫음 불안 당황 놀람 중립,0.0131 0.0137 0.1729 0.7441 0.0193,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_10034.wav,놀람,중립,O,X,X,X,0.7606160044670105,놀람,놀람,0.2021,싫음 당황 놀람,0.1585 0.1869 0.2021,싫음 짜증남 당황 괴로움 놀람,0.1585 0.0919 0.1869 0.0603 0.2021,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 슬픔 놀람
studio_a_10347.wav,놀람,싫음,O,X,X,O,0.4556594789028168,놀람,놀람,0.5628,당황 놀람 중립,0.2237 0.5628 0.0661,싫음 불안 당황 놀람 중립,0.0252 0.0429 0.2237 0.5628 0.0661,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_05888.wav,놀람,분노 억울함 놀람,O,O,O,O,0.9416959881782532,놀람,놀람,0.4845,싫음 당황 놀람,0.0738 0.2691 0.4845,싫음 짜증남 당황 놀람 중립,0.0738 0.0427 0.2691 0.4845 0.0533,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_02810.wav,놀람,놀람,X,O,O,O,0.8361833691596985,두려움,놀람,0.3502,당황 놀람 중립,0.2581 0.3502 0.1027,두려움 불안 당황 놀람 중립,0.0438 0.0991 0.2581 0.3502 0.1027,O,놀람,O,두려움 놀람 중립,O,두려움 놀람 중립
studio_a_02544.wav,놀람,당황,O,X,O,O,0.9596273899078369,놀람,놀람,0.4014,싫음 당황 놀람,0.1246 0.2642 0.4014,싫음 짜증남 당황 놀람 중립,0.1246 0.0870 0.2642 0.4014 0.0568,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_02643.wav,놀람,당황,X,X,X,O,0.9308404922485352,분노,싫음,0.2939,싫음 짜증남 놀람,0.2939 0.2361 0.1326,싫음 짜증남 당황 놀람 중립,0.2939 0.2361 0.1212 0.1326 0.0549,X,싫음,O,싫음 놀람,O,싫음 두려움 놀람 중립
studio_a_08196.wav,놀람,두려움 불안 슬픔 미안함,X,X,O,O,0.9124683141708374,두려움,놀람,0.4751,불안 당황 놀람,0.0918 0.2744 0.4751,두려움 불안 당황 놀람 중립,0.0381 0.0918 0.2744 0.4751 0.0329,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_10027.wav,놀람,당황 놀람,O,O,O,O,0.5684114098548889,놀람,당황,0.3317,불안 당황 놀람,0.1199 0.3317 0.2800,싫음 두려움 불안 당황 놀람,0.0451 0.0528 0.1199 0.3317 0.2800,X,두려움,O,두려움 놀람,O,싫음 두려움 놀람
studio_a_08880.wav,놀람,당황 놀람,O,O,O,O,0.751101016998291,놀람,당황,0.3037,싫음 당황 놀람,0.1490 0.3037 0.2270,싫음 짜증남 당황 놀람 중립,0.1490 0.1117 0.3037 0.2270 0.0772,X,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_06528.wav,놀람,불안 당황 놀람,O,O,O,O,0.8649386167526245,놀람,놀람,0.6275,불안 당황 놀람,0.0182 0.2749 0.6275,싫음 불안 당황 놀람 중립,0.0150 0.0182 0.2749 0.6275 0.0173,O,놀람,O,두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_10229.wav,놀람,불안 당황,X,X,O,O,0.6260831356048584,중립,놀람,0.6133,불안 당황 놀람,0.0347 0.2514 0.6133,두려움 불안 당황 놀람 중립,0.0306 0.0347 0.2514 0.6133 0.0204,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_03336.wav,놀람,싫음 짜증남,X,X,X,O,0.5114648938179016,싫음,놀람,0.5055,당황 놀람 중립,0.2534 0.5055 0.0525,싫음 불안 당황 놀람 중립,0.0509 0.0459 0.2534 0.5055 0.0525,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_05503.wav,놀람,중립,O,X,X,O,0.902938723564148,놀람,놀람,0.3184,싫음 당황 놀람,0.1875 0.2128 0.3184,싫음 짜증남 당황 놀람 중립,0.1875 0.1209 0.2128 0.3184 0.0663,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_06208.wav,놀람,중립,O,X,X,O,0.8174185156822205,놀람,놀람,0.4108,싫음 당황 놀람,0.1318 0.1951 0.4108,싫음 짜증남 당황 놀람 중립,0.1318 0.0934 0.1951 0.4108 0.0852,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_09393.wav,놀람,놀람,X,O,O,O,0.623158872127533,분노,놀람,0.5025,짜증남 당황 놀람,0.0368 0.2742 0.5025,싫음 짜증남 불안 당황 놀람,0.0368 0.0368 0.0363 0.2742 0.5025,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_04123.wav,놀람,중립,X,X,X,O,0.541570782661438,싫음,싫음,0.4385,싫음 짜증남 당황,0.4385 0.1928 0.0607,싫음 짜증남 불안 당황 중립,0.4385 0.1928 0.0407 0.0607 0.0397,X,싫음,X,싫음 두려움,X,싫음 두려움 중립
studio_a_06945.wav,놀람,분노 싫음 짜증남 당황,X,X,O,O,0.37494200468063354,행복,놀람,0.6748,불안 당황 놀람,0.0257 0.2018 0.6748,싫음 불안 당황 놀람 중립,0.0121 0.0257 0.2018 0.6748 0.0249,O,놀람,O,두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_06625.wav,놀람,두려움 불안 당황 놀람,O,O,O,O,0.8373173475265503,놀람,놀람,0.6428,불안 당황 놀람,0.0211 0.2703 0.6428,두려움 불안 당황 놀람 중립,0.0163 0.0211 0.2703 0.6428 0.0162,O,놀람,O,두려움 놀람,O,두려움 놀람 중립
studio_a_00989.wav,놀람,놀람,O,O,O,O,0.9343616962432861,놀람,놀람,0.3366,싫음 당황 놀람,0.1655 0.1782 0.3366,싫음 짜증남 당황 놀람 중립,0.1655 0.1016 0.1782 0.3366 0.1113,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_09179.wav,놀람,싫음 당황,X,O,O,O,0.9084435105323792,두려움,당황,0.2271,싫음 불안 당황,0.1112 0.1561 0.2271,싫음 불안 당황 괴로움 놀람,0.1112 0.1561 0.2271 0.0686 0.0901,X,두려움,X,싫음 두려움,O,싫음 두려움 슬픔 놀람
studio_a_08415.wav,놀람,행복 기쁨 즐거움,X,O,O,O,0.7827193140983582,행복,즐거움,0.3174,행복 기쁨 즐거움,0.2072 0.3013 0.3174,행복 기쁨 즐거움 설렘 만족,0.2072 0.3013 0.3174 0.0172 0.0924,X,행복,X,행복,X,행복
studio_a_02085.wav,놀람,두려움 불안 당황 놀람,X,O,O,O,0.3135225474834442,두려움,놀람,0.4547,당황 놀람 중립,0.3266 0.4547 0.0443,싫음 불안 당황 놀람 중립,0.0339 0.0434 0.3266 0.4547 0.0443,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_06311.wav,놀람,중립,X,X,X,O,0.6455092430114746,분노,놀람,0.1912,싫음 당황 놀람,0.1705 0.1556 0.1912,싫음 짜증남 당황 놀람 중립,0.1705 0.1495 0.1556 0.1912 0.0923,O,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_01816.wav,놀람,싫음 짜증남 당황,X,O,O,O,0.8919942378997803,두려움,당황,0.2143,싫음 불안 당황,0.1372 0.0909 0.2143,싫음 불안 당황 괴로움 놀람,0.1372 0.0909 0.2143 0.0794 0.0872,X,두려움,X,싫음 두려움,O,싫음 두려움 슬픔 놀람
studio_a_09707.wav,놀람,당황 놀람,X,O,O,O,0.42124617099761963,싫음,놀람,0.5330,당황 놀람 중립,0.2932 0.5330 0.0400,싫음 불안 당황 놀람 중립,0.0287 0.0383 0.2932 0.5330 0.0400,O,놀람,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
